token,frequency,alias_of,search_query,lat,lon,place_id,formatted_address,geocode_source,geocode_confidence,verified,note,dup_coord_group,dup_coord_count,dup_coord_flag
Asian Alliance,1,,Asian Alliance,13.5185075,100.1725147,ChIJEwxGU5XH4jARwP44bIefLGc,8/8 ถ. พระรามที่ 2 ตำบล บ้านบ่อ อำเภอเมืองสมุทรสาคร สมุทรสาคร 74000,places,high,,,D272,2,"same coords, same place_id"
โกดัง นนทบุรี,1,,โกดัง นนทบุรี,13.8466157,100.33587639999999,ChIJMxzcr6qT4jARhzZtE_KM_Ns,34 24 บ้านใหม่ อำเภอบางใหญ่ นนทบุรี 11140,places,medium,,,,,
DrinkMe สมุทรปราการ,1,,DrinkMe สมุทรปราการ,13.6562407,100.68643759999999,ChIJkyOgmhxfHTERMzzvMfzFm90,Drink Me Food and Beverages Co.Ltd. | บริษัท ดริ๊งค์มี ฟู้ด แอนด์ เบเวอเรจ จำกัด 22/10 หมู่ที่ 10 ซ. บางนา - ตราด 53 ตำบล บางแก้ว อำเภอบางพลี สมุทรปราการ 10540,places,high,,,D286,2,"same coords, same place_id"
Sea horse (สงขลา),1,,สงขลา Sea horse,7.072021899999999,100.49436159999999,ChIJA2IuZPgvTTARmlAQgYb8qXI,3FCV+RP5 ลพบุรีราเมศ เทศบาลตำบลพะวง เมือง สงขลา 90100,places,high,,,,,
Siam Ocean,1,,Siam Ocean,13.7459351,100.53520569999999,ChIJH4I85c2e4jARUMYLeiqfBd0,ชั้น บี1 บี2 สยามพารากอน 991 ถ. พระรามที่ 1 แขวงปทุมวัน เขตปทุมวัน กรุงเทพมหานคร 10330,places,high,,,,,
คลัง CP เกตุม,1,,คลัง CP เกตุม,13.5075712,100.14449309999999,ChIJXQYg72jP4jARbRrLdVnzOIM,G45V+2QH ตำบล บางโทรัด อำเภอเมืองสมุทรสาคร สมุทรสาคร 74000,places,low,,,,,
ห้องเย็นปิติ มหาชัย (Pre - cool - 18),1,,Pre - cool - 18 ห้องเย็นปิติ มหาชัย,13.5796349,100.2900324,ChIJgYPDY_u44jARjJ9W8N_dH_A,"9/9 หมู่ที่ 4, ตำบลนาดี อำเภอเมืองสมุทรสาคร จังหวัดสมุทรสาคร, 74000 ตำบล นาดี อำเภอเมืองสมุทรสาคร สมุทรสาคร 74000",places,high,,,D265,2,"same coords, same place_id"
บ.ท็อป โปรดักส์ จ.พังงา,1,,บ.ท็อป โปรดักส์ จ.พังงา,8.3255375,98.2869844,ChIJt1gqeQBZUDARfsyKCI9-DMM,"87GP+6Q9 Na Toei, Thai Mu87GP+6Q9 Na Toei, Thai Mueang District, Na Toei, ထိုင်းeang District, Phang Nga 82120",places,high,,,,,
เซ็นทรัล เชียงราย,1,,เซ็นทรัล เชียงราย,19.8864083,99.834704,ChIJvzTBwxUG1zAR5OLFPMIdPWY,99/9 ถ. พหลโยธิน ตำบล รอบเวียง อำเภอเมืองเชียงราย เชียงราย 57000,places,high,,,D311,2,"same coords, same place_id"
ยกเลิกงาน,1,,ยกเลิกงาน,13.9488682,100.35083979999999,ChIJXWIBK_aP4jARWHj3i0Uwnek,"23, 7 ถ. บ้านกล้วย-ไทรน้อย ไทรน้อย อำเภอไทรน้อย นนทบุรี 11150",places,high,,,,,
central เชียงราย,1,,central เชียงราย,19.8864083,99.834704,ChIJvzTBwxUG1zAR5OLFPMIdPWY,99/9 ถ. พหลโยธิน ตำบล รอบเวียง อำเภอเมืองเชียงราย เชียงราย 57000,places,high,,,D311,2,"same coords, same place_id"
อยู่รอบูธและรับของกลับ,1,,อยู่รอบูธและรับของกลับ,13.5736089,100.2891216,ChIJl7dE6PG44jARXqpSg2y1998,98 ถ. พระรามที่ 2 ตำบล นาดี อำเภอเมืองสมุทรสาคร สมุทรสาคร 74000,places,low,,,D159,3,"same coords, DIFFERENT place_id"
ส่งTRC,1,,ส่งTRC,13.591433199999999,100.3275177,ChIJCyKxfUe54jARWdp_TyDBngU,TRC มหาชัย 72/26-27 หมู่2 ถ.เอกชัย-บางบอน คอกกระบือ อำเภอเมืองสมุทรสาคร สมุทรสาคร 74000,places,medium,,,D071,3,"same coords, same place_id"
บริษัท โฟลี่ส์,1,,บริษัท โฟลี่ส์,13.540335599999999,100.3459701,ChIJ-bZnpIu54jAR3xZ-WDKZPDM,"30, Sinsakhon Industrial Estate, 130 Moo 1 Chetsadawithi Road ตำบล โคกขาม อำเภอเมืองสมุทรสาคร สมุทรสาคร 74000",places,high,,,,,
ศูนย์การประชุมแห่งชาติสิริกิติ์,1,,ศูนย์การประชุมแห่งชาติสิริกิติ์,13.724535399999999,100.55898219999999,ChIJs4eYXBqf4jARtzrmWsDaDiM,60 ถ. รัชดาภิเษก แขวงคลองเตย เขตคลองเตย กรุงเทพมหานคร 10110,places,high,,,,,
เวสวิล รอลง3ทุ่ม,1,,เวสวิล รอลง3ทุ่ม,13.805336899999999,100.448444,ChIJBygsUOWb4jARPmpOQINz2To,999 หมู่ที่ 5 ถ. ราชพฤกษ์ ตำบล มหาสวัสดิ์ อำเภอบางกรวย นนทบุรี 11130,places,low,,,D231,2,"same coords, same place_id"
เวสเกต รอลง5ทุ่ม,1,,เวสเกต รอลง5ทุ่ม,13.8763218,100.4113708,ChIJX2AoriCQ4jAR7aglJz3j6YI,199/3 หมู่ที่ 6 ตำบล เสาธงหิน อำเภอบางใหญ่ นนทบุรี 11000,places,low,,,D059,5,"same coords, same place_id"
มากุโระ สายเซ็นทรัลเวิลด์,1,,มากุโระ สายเซ็นทรัลเวิลด์,13.746197299999999,100.53969269999999,ChIJKSg0sv6f4jARhdzXClD65Eg,"6th Floor, Unit A606 CentralWorld แขวงปทุมวัน เขตปทุมวัน กรุงเทพมหานคร 10400",places,high,,,D303,2,"same coords, same place_id"
มากุโระ สายเซ็นทรัล เวสเก็ต18/10/25,1,,มากุโระ สายเซ็นทรัล เวสเก็ต18/10/25,13.7863145,100.37189599999999,ChIJGYrNIj2X4jARjmvo2WjHdWU,29 ศูนย์การค้าดีไซน์วิลเลจ ห้องเลขที่ SH-B111 41 ถ. บรมราชชนนี แขวงศาลาธรรมสพน์ เขตทวีวัฒนา กรุงเทพมหานคร 10170,places,low,,,D224,6,"same coords, same place_id"
มากุโระ สายพระราม2,1,,มากุโระ สายพระราม2,13.6679143,100.44982139999999,ChIJd-BuZeKj4jARhTIbn6qy_5o,MC9X+5W8 ถ. พระรามที่ 2 แขวงท่าข้าม เขตบางขุนเทียน กรุงเทพมหานคร 10150,places,high,,,D282,2,"same coords, same place_id"
มากุโระ สายสามย่าน,1,,มากุโระ สายสามย่าน,13.7863145,100.37189599999999,ChIJGYrNIj2X4jARjmvo2WjHdWU,29 ศูนย์การค้าดีไซน์วิลเลจ ห้องเลขที่ SH-B111 41 ถ. บรมราชชนนี แขวงศาลาธรรมสพน์ เขตทวีวัฒนา กรุงเทพมหานคร 10170,places,low,,,D224,6,"same coords, same place_id"
มากุโระ เซ็นทรัลเวสเกต,1,,มากุโระ เซ็นทรัลเวสเกต,13.8763218,100.4113708,ChIJX2AoriCQ4jAR7aglJz3j6YI,199/3 หมู่ที่ 6 ตำบล เสาธงหิน อำเภอบางใหญ่ นนทบุรี 11000,places,high,,,D059,5,"same coords, same place_id"
มากุโระ สายสามย่าน17/10/25,1,,มากุโระ สายสามย่าน17/10/25,13.7863145,100.37189599999999,ChIJGYrNIj2X4jARjmvo2WjHdWU,29 ศูนย์การค้าดีไซน์วิลเลจ ห้องเลขที่ SH-B111 41 ถ. บรมราชชนนี แขวงศาลาธรรมสพน์ เขตทวีวัฒนา กรุงเทพมหานคร 10170,places,low,,,D224,6,"same coords, same place_id"
มากุโระ สายเซ็นทรัล เวสเก็ต17/10/25,1,,มากุโระ สายเซ็นทรัล เวสเก็ต17/10/25,13.7863145,100.37189599999999,ChIJGYrNIj2X4jARjmvo2WjHdWU,29 ศูนย์การค้าดีไซน์วิลเลจ ห้องเลขที่ SH-B111 41 ถ. บรมราชชนนี แขวงศาลาธรรมสพน์ เขตทวีวัฒนา กรุงเทพมหานคร 10170,places,low,,,D224,6,"same coords, same place_id"
มากุโระ สายเซ็นทรัล เวิลด์15/10/25,1,,มากุโระ สายเซ็นทรัล เวิลด์15/10/25,13.7863145,100.37189599999999,ChIJGYrNIj2X4jARjmvo2WjHdWU,29 ศูนย์การค้าดีไซน์วิลเลจ ห้องเลขที่ SH-B111 41 ถ. บรมราชชนนี แขวงศาลาธรรมสพน์ เขตทวีวัฒนา กรุงเทพมหานคร 10170,places,low,,,D224,6,"same coords, same place_id"
มากุโระ สายเซ็นทรัล เวสเก็ต15/10/25,1,,มากุโระ สายเซ็นทรัล เวสเก็ต15/10/25,13.7863145,100.37189599999999,ChIJGYrNIj2X4jARjmvo2WjHdWU,29 ศูนย์การค้าดีไซน์วิลเลจ ห้องเลขที่ SH-B111 41 ถ. บรมราชชนนี แขวงศาลาธรรมสพน์ เขตทวีวัฒนา กรุงเทพมหานคร 10170,places,low,,,D224,6,"same coords, same place_id"
มากุโระ Route001/08/10/25,1,,มากุโระ Route001/08/10/25,13.7259902,100.5470232,ChIJszoDXQCf4jAR6JRIv0Vo8Co,"1877 โครงการ One Bangkok ห้องเลขที่ 1324,OP1302 ชั้นที่ 3 ถ. พระรามที่ 4 แขวงลุมพินี เขตปทุมวัน กรุงเทพมหานคร 10330",places,low,,,D244,5,"same coords, same place_id"
มากุโระ Route004/08/10/25,1,,มากุโระ Route004/08/10/25,13.8100652,100.619035,ChIJVaUhxFWd4jARoFNsDrwudzo,187 ถ. ประดิษฐ์มนูธรรม แขวงลาดพร้าว ลาดพร้าว กรุงเทพมหานคร 10230,places,low,,,D094,3,"same coords, same place_id"
มากุโระ Route005/08/10/25,1,,มากุโระ Route005/08/10/25,13.7259902,100.5470232,ChIJszoDXQCf4jAR6JRIv0Vo8Co,"1877 โครงการ One Bangkok ห้องเลขที่ 1324,OP1302 ชั้นที่ 3 ถ. พระรามที่ 4 แขวงลุมพินี เขตปทุมวัน กรุงเทพมหานคร 10330",places,low,,,D244,5,"same coords, same place_id"
สยามวัน,1,,สยามวัน,13.744750499999999,100.5338589,ChIJLdw3yiyZ4jARaNnG-XlHZfA,388 ถ. พระรามที่ 1 แขวงปทุมวัน เขตปทุมวัน กรุงเทพมหานคร 10330,places,high,,,D196,3,"same coords, same place_id"
สยามย่าน,1,,สยามย่าน,13.7446395,100.5329147,ChIJ-eVRBSqf4jAROZPeOeJOhqg,1 สยามสแควร์ ซอย 7 แขวงปทุมวัน เขตปทุมวัน กรุงเทพมหานคร 10330,places,medium,,,,,
วันแบงค็อก08/10/25,1,,วันแบงค็อก08/10/25,13.7270531,100.54725450000001,ChIJo-KudiSf4jARuHpmM504kW4,ถ. วิทยุ แขวงลุมพินี เขตปทุมวัน กรุงเทพมหานคร 10330,places,high,,,D204,3,"same coords, same place_id"
Route 006/07/10/25,1,,Route 006/07/10/25,,,,,not_found,none,,,,,
มากุโระ Route001/04/10/25,1,,มากุโระ Route001/04/10/25,13.7449446,100.5334548,ChIJlbASagqf4jARhVY2qj5uKuk,"Unit SS 4005, 388 ถ. พระรามที่ 1 แขวงปทุมวัน เขตปทุมวัน กรุงเทพมหานคร 10330",places,low,,,D086,5,"same coords, same place_id"
มากุโระ Route004/04/10/25,1,,มากุโระ Route004/04/10/25,13.8266859,100.6769279,ChIJTb0y7IxjHTERmXjZZTZ5B3A,"589/7-9 ศูนย์การค้าเดอะพรอมานาด ห้องเลขที่ P-2037, P-2037T 2038T P-2038, P ชั้นที่ 2 ถ. รามอินทรา คันนายาว เขตคันนายาว กรุงเทพมหานคร 10230",places,low,,,D045,4,"same coords, same place_id"
มากุโระ Route005/04/10/25,1,,มากุโระ Route005/04/10/25,13.7259902,100.5470232,ChIJszoDXQCf4jAR6JRIv0Vo8Co,"1877 โครงการ One Bangkok ห้องเลขที่ 1324,OP1302 ชั้นที่ 3 ถ. พระรามที่ 4 แขวงลุมพินี เขตปทุมวัน กรุงเทพมหานคร 10330",places,low,,,D244,5,"same coords, same place_id"
ร้านไอศครีมจรัส ปทุมวัน,1,,ร้านไอศครีมจรัส ปทุมวัน,13.7419123,100.52285309999999,ChIJaQYjI1uZ4jARCH0lYuIjyFQ,1485 ถนน บรรทัดทอง แขวงวังใหม่ เขตปทุมวัน กรุงเทพมหานคร 10330,places,high,,,,,
โกเบย่า นิคมสมุทรสาคร,1,,โกเบย่า นิคมสมุทรสาคร,13.6775524,100.53970559999999,ChIJw8VOXe-h4jARXblpLfRC60A,881 ถ. วงแหวนอุตสาหกรรม แขวงบางโพงพาง เขตยานนาวา กรุงเทพมหานคร 10120,places,low,,,,,
ส่งซ่อม ซูชิโระ,1,,ส่งซ่อม ซูชิโระ,13.8269744,100.6802445,ChIJ1VH-cABjHTERGQBC1j37q0w,27/9 ซ. รามอินทรา 99 แขวงคันนายาว เขตคันนายาว กรุงเทพมหานคร 10230,places,low,,,,,
ไอรยา,1,,ไอรยา,14.077315899999999,100.6320341,ChIJ-RrULu2BHTERkq0vDvO1A1Q,58 หมู่ที่ 9 ตำบล คลองสอง อำเภอคลองหลวง ปทุมธานี 12120,places,high,,,,,
ทรัพย์จิรวรรณ,1,,ทรัพย์จิรวรรณ,20.219595299999998,99.94360909999999,ChIJLxd8255X1jAR7RbBl8SUgyI,หมู่บ้าน ป่าสักหลวง เลขที่ 254 ถนน พหลโยธิน หมู่ 2 ตำบล จันจว้าใต้ อำเภอแม่จัน เชียงราย 57270,places,low,,,,,
เ มีท 365 (ปลั้กตู้),1,,ปลั้กตู้ เ มีท 365,13.734158899999999,100.6049311,ChIJ6-BmbACf4jARzplyYYycj7E,80 1 ซอย พัฒนาการ 20 แยก 4 แขวงสวนหลวง เขตสวนหลวง กรุงเทพมหานคร 10250,places,high,,,D214,4,"same coords, same place_id"
นายน้อยหมูกระทะ,1,,นายน้อยหมูกระทะ,13.8117314,100.0583836,ChIJNXoXKADl4jARHqAGb9tNLjY,629 ถ. ราชมรรคา ตำบลสนามจันทร์ อำเภอเมืองนครปฐม นครปฐม 73000,places,high,,,,,
คลังไอยรา,1,,คลังไอยรา,14.097904699999999,100.63321529999999,ChIJLSwBHgCBHTERHj2CZ4Kk7MQ,3JXM+379 ซอย ไอยรา 5 ตำบล คลองสอง อำเภอคลองหลวง ปทุมธานี 12120,places,high,,,,,
ฟรอสไทย โคลด์ เชน,1,,ฟรอสไทย โคลด์ เชน,13.7173197,100.56992389999999,ChIJdRkEtRKf4jARGkK-pwY_07k,"อาคารมโนรม ,ชั้น 12, 3354/43 แขวงคลองตัน เขตคลองเตย กรุงเทพมหานคร 10110",places,medium,,,,,
TOP บางกะเจ้า,1,,TOP บางกะเจ้า,13.5408882,100.2152583,ChIJF3HpVzXG4jARCkacBUJr72A,8/5-7 ตำบลบางกระเจ้า อำเภอเมืองสมุทรสาคร สมุทรสาคร 74000,places,medium,,,D217,3,"same coords, same place_id"
เฮสโก้,1,,เฮสโก้,13.635066499999999,100.2804034,ChIJHzvUSkW_4jARJh6fH8cAr-E,67 ตำบล คลองมะเดื่อ อำเภอกระทุ่มแบน สมุทรสาคร 74110,places,high,,,D162,2,"same coords, same place_id"
TUF (โรงทูน่า),1,,โรงทูน่า TUF,13.4162462,100.0097948,ChIJqeHRC-vT4jARsXbuMiGrNDQ,"13°24'58.0""N 100°00'34 145/8, บางแก้ว, ตำบล บางแก้ว อำเภอเมืองสมุทรสงคราม สมุทรสงคราม 75000",places,low,,,D122,2,"same coords, same place_id"
DC Makro Mahachai (แมคโครมหาชัย) (Datd logger),1,,แมคโครมหาชัย DC Makro Mahachai (Datd logger),13.5003258,100.1285835,ChIJo0kG6grP4jARQQOh1ErWZ9E,"64/2 64/2, ตำบล กาหลง อำเภอเมืองสมุทรสาคร สมุทรสาคร 74000",manual,high,y,"was geocoded to the wrong ""DC Makro Mahachai"" candidate (a Makro/Lotus mall ~1km from origin) instead of the real distribution center; corrected 2026-09-23, see sum.md",D012,9,"same coords, same place_id"
ห้องเย็นโมบาย,1,,ห้องเย็นโมบาย,13.6083264,100.7735245,ChIJTf2_6ZRcHTERTz52nOMrHlg,279 ตำบลบางโฉลง อำเภอบางพลี สมุทรปราการ 10540,places,high,,,D104,2,"same coords, same place_id"
เฟรชมีท (หมูซีก) (หัก500),1,,หมูซีก เฟรชมีท (หัก500),13.0222869,101.0905696,ChIJX8UeRwjDAjERr2qR_Zq2_3s,ตำบล บ่อวิน อำเภอปลวกแดง ชลบุรี 21140,places,medium,,,,,
มีท 365 (จุดแรก),1,,จุดแรก มีท 365,13.734158899999999,100.6049311,ChIJ6-BmbACf4jARzplyYYycj7E,80 1 ซอย พัฒนาการ 20 แยก 4 แขวงสวนหลวง เขตสวนหลวง กรุงเทพมหานคร 10250,places,high,,,D214,4,"same coords, same place_id"
เฟรชมีท (จุดที่2),1,,จุดที่2 เฟรชมีท,13.8083238,100.19697409999999,ChIJF4brrm3s4jAR1VC2gQiOabw,91 ตำบล งิ้วราย อำเภอนครชัยศรี นครปฐม 73120,places,medium,,,D076,3,"same coords, same place_id"
อีเค,1,,อีเค,13.605367999999999,100.24683399999999,ChIJvXnUu03H4jARKEsqmVnX15k,75 ตำบล ท่าเสา อำเภอกระทุ่มแบน สมุทรสาคร 74110,places,high,,,,,
CSP (Feb/2026),1,,Feb/2026 CSP,,,,,not_found,none,,,,,
สำนักงานคณะกรรมการอาหารและยา (อย.)),1,,อย. สำนักงานคณะกรรมการอาหารและยา ),13.8468552,100.5278498,ChIJN5Ta0Pmb4jARtN-XGPFIxD4,RGWH+P4X ซอย สาธารณสุข 1 ตำบลบางเขน อำเภอเมืองนนทบุรี นนทบุรี 11000,places,high,,,D257,2,"same coords, same place_id"
คิงมารีนฟู้ดส์ (รามอินทรา),1,,รามอินทรา คิงมารีนฟู้ดส์,13.8648266,100.6323937,ChIJm1fM2z5jHTERmdupSiW00Yo,"24 ซอยสุขาภิบาล 5 แยก 5, ท่าแร้ง, เขตบางเขน กรุงเทพมหานคร 10220",places,high,,,D203,3,"same coords, same place_id"
Tipco wang noi,1,,Tipco wang noi,14.303198199999999,100.8151786,ChIJG6NI7vCRHTERSznSgPWwre0,8R38+73F ตำบล สนับทึบ อำเภอวังน้อย จังหวัดพระนครศรีอยุธยา 13170,places,medium,,,D277,2,"same coords, same place_id"
ฟรุต แอนด์ เวจจี้ โซลูชั่น โรงงานนนทบุรี,1,,ฟรุต แอนด์ เวจจี้ โซลูชั่น โรงงานนนทบุรี,14.1126721,100.3114459,ChIJsVzwdq5h4jARCZdGSqvv-CQ,ถนน ฤชุพันธุ์ ตำบลไทรใหญ่ อำเภอไทรน้อย นนทบุรี 11150,places,high,,,,,
JPK (เจพีเค โคลด์ สโตเรจ) (Forzen),1,,เจพีเค โคลด์ สโตเรจ JPK (Forzen),13.5636453,100.75716249999999,ChIJi8zc2ApbHTERRvfQLXZp0MA,"88, 89 ตำบล บางปลา อำเภอบางพลี สมุทรปราการ 10540",places,high,,,D002,3,"same coords, same place_id"
LCB B2 (Plug),1,,Plug LCB B2,13.062483700000001,100.89490420000001,ChIJQ-zyU2G5AjERv9-1Q_Vg6dw,จุดรับตู้ท่าเรือแหลมฉบัง B2 ตำบลทุ่งสุขลา อำเภอศรีราชา ชลบุรี 20230,places,low,,,D258,2,"same coords, same place_id"
ตะหลิว พันธุ์ทิพย์ งามวงศ์วาน,1,,ตะหลิว พันธุ์ทิพย์ งามวงศ์วาน,13.857831899999999,100.5369515,ChIJiahkOgCd4jARB_aiSmHDbEY,VG5P+4QP บางเขน ตำบลบางเขน อำเภอเมืองนนทบุรี นนทบุรี 11000,places,high,,,,,
75.81KM,1,,75.81KM,,,,,not_found,none,,,,,
75.79KM,1,,75.79KM,,,,,not_found,none,,,,,
67.42KM,1,,67.42KM,13.5831625,100.3383281,ChIJYc3iYwCj4jARmXc3nt_plWI,H8MQ+788 ตำบล คอกกระบือ อำเภอเมืองสมุทรสาคร สมุทรสาคร 74000,places,high,,,,,
92.72KM,1,,92.72KM,,,,,not_found,none,,,,,
86.08KM.,1,,86.08KM.,13.7078055,100.5876651,ChIJ33xMEACf4jARjFeI_GgslxU,86/98 ถ. ทางรถไฟสายเก่าปากน้ำ แขวงพระโขนง เขตคลองเตย กรุงเทพมหานคร 10110,places,medium,,,,,
49.71KM.,1,,49.71KM.,13.5747143,100.2735412,ChIJq6oxLpC44jARghhunAISWCI,49 หมู่ 8 15 ตำบล นาดี อำเภอเมืองสมุทรสาคร สมุทรสาคร 74000,places,medium,,,,,
78.58KM.,1,,78.58KM.,13.8958553,100.7951926,ChIJCw3eSQB7HTERYELO5sGrBrI,VQWW+83W แขวงคลองสิบ เขตหนองจอก กรุงเทพมหานคร 10530,places,medium,,,,,
66.85KM.,1,,66.85KM.,13.648411500000002,100.289418,ChIJ_z2UL2m_4jARKL4vXKzWaqI,"ปตท, สหกรณ์การเกษตรกระทุ่มแบน, ตำบล คลองมะเดื่อ อำเภอกระทุ่มแบน สมุทรสาคร 74110",places,low,,,,,
77.10KM.,1,,77.10KM.,13.924873499999999,100.7624974,ChIJ5xP8YgB7HTERLN1hoyENQfQ,77/108 หมู่ 19 เคซีคลัสเตอร์นิมิตรใหม่ ลำลูกกา ตำบล ลำลูกกา อำเภอลำลูกกา ปทุมธานี 12150,places,medium,,,,,
64.37KM.,1,,64.37KM.,13.612661699999999,100.3446271,ChIJpftcNqm-4jARneRaUwTygZc,64 หมู่ที่ 4 12 ถ. เอกชัย ตำบล บางน้ำจืด อำเภอเมืองสมุทรสาคร สมุทรสาคร 74000,places,high,,,,,
72.26KM.,1,,72.26KM.,13.6228678,100.3269437,ChIJa67ISwC_4jARZztFRL5Bu1A,2 7 ม.6 ต.บางน้ำจืด ตำบล บางน้ำจืด อำเภอเมืองสมุทรสาคร สมุทรสาคร 74000,places,low,,,,,
69.32KM.,1,,69.32KM.,13.867701199999999,100.9224469,ChIJ0SDrSgBzHTERlwvR9Td9kcs,VW9F+32 ตำบล บึงน้ำรักษ์ อำเภอบางน้ำเปรี้ยว ฉะเชิงเทรา 24170,places,high,,,,,
ปั๊ม ปตท.ตลาดไอยราคลองหลวง,1,,ปั๊ม ปตท.ตลาดไอยราคลองหลวง,14.070034399999999,100.6335191,ChIJ74DDbACBHTERzrnpot2Vk1c,555 ตำบล คลองสอง อำเภอคลองหลวง ปทุมธานี 12120,places,high,,,,,
Merryห้องเย็นรัตนากร,1,Merry (ห้องเย็นรัตนากร),,,,,,,,,,,,
Merry ห้องเย็นรัตนากร,1,Merry (ห้องเย็นรัตนากร),,,,,,,,,,,,
ห้องเย็น บางบ่อ,1,,ห้องเย็น บางบ่อ,13.5561928,100.822142,ChIJ5WjjZetFHTERXqyYXe9qdvM,61 1 ตำบล บางเพรียง อำเภอบางบ่อ สมุทรปราการ 10560,places,high,,,,,
ร้านเชียงผักสด,1,,ร้านเชียงผักสด,13.584173799999999,100.10798750000001,ChIJ2RqPXqjF4jAR264A8RZSeEs,3097 ตำบล หลักสาม อำเภอบ้านแพ้ว สมุทรสาคร 74120,places,high,,,,,
ไทยแมกซ์1,1,,ไทยแมกซ์1,13.7408399,100.2729949,ChIJwdhA1DuV4jARZrFvQvfMOXo,28 12 หมู่ 7 ซ. ไร่ขิง 26 ตำบล ไร่ขิง อำเภอสามพราน นครปฐม 73210,places,high,,,,,
ส่งซ่อม มากุโระ1สาขา (สามย่าน),1,,สามย่าน ส่งซ่อม มากุโระ1สาขา,13.733743899999999,100.52840429999999,ChIJh5fFNwCZ4jAR3QcKojVrBFk,4th Floor Samyan Mitrtown ถ. พระรามที่ 4 แขวงวังใหม่ เขตปทุมวัน กรุงเทพมหานคร 10330,places,low,,,D301,2,"same coords, same place_id"
ส่งซ่อม มากุโระ 4จุด08/11/25,1,,ส่งซ่อม มากุโระ 4จุด08/11/25,13.7394673,100.521889,ChIJudvEUwue4jARTtLzDivnIHc,"อาคาร Safebox Office, เลขที่ 1706/26 ถ. พระรามที่ 6 รองเมือง เขตปทุมวัน กรุงเทพมหานคร 10330",places,low,,,D202,7,"same coords, same place_id"
Alfredo อยุธยา,1,,Alfredo อยุธยา,14.3398542,100.64747609999999,ChIJRUO_U0F44jARYT-PDW8XXH0,"57 หมู่ที่ 5 ถนน โรจนะ ต.อุทัย อ, อำเภออุทัย จังหวัดพระนครศรีอยุธยา 13210",places,high,,,D143,2,"same coords, same place_id"
DrinkMe,1,,DrinkMe,13.6562407,100.68643759999999,ChIJkyOgmhxfHTERMzzvMfzFm90,Drink Me Food and Beverages Co.Ltd. | บริษัท ดริ๊งค์มี ฟู้ด แอนด์ เบเวอเรจ จำกัด 22/10 หมู่ที่ 10 ซ. บางนา - ตราด 53 ตำบล บางแก้ว อำเภอบางพลี สมุทรปราการ 10540,places,high,,,D286,2,"same coords, same place_id"
DGM Support (ไปถึงสินค้าไม่ได้ขึ้น),1,,ไปถึงสินค้าไม่ได้ขึ้น DGM Support,13.6669389,100.6012004,ChIJD9mGCI2h4jARU-TTlSb912g,15 ซอย สุขุมวิท 70/3 แขวงบางนาใต้ เขตบางนา กรุงเทพมหานคร 10260,places,high,,,D266,2,"same coords, same place_id"
Thai royal,1,,Thai royal,13.5356776,100.2576548,ChIJEwxGU5XH4jAR7Ex-Ck3bB-E,119 99 หมู่ 1 ถนน วิเชียรโชฎก ตำบล ท่าจีน อำเภอเมืองสมุทรสาคร สมุทรสาคร 74000,places,high,,,D273,3,"same coords, same place_id"
พรสุนันท์ อ่อนนุช,1,,พรสุนันท์ อ่อนนุช,13.657475999999999,100.343487,ChIJI9Gh-nu-4jARzopj9y99NaE,หมู่บ้านพรสุนันท์ แขวงหนองแขม เขตหนองแขม กรุงเทพมหานคร 10160,places,medium,,,,,
ดอนตูม นครปฐม (จองคู่10ล้อ),1,,จองคู่10ล้อ ดอนตูม นครปฐม,13.802968,99.99988909999999,ChIJy1CKhgLk4jARirQaOB5CygM,90 ตำบล โพรงมะเดื่อ อำเภอ เมือง นครปฐม 73000,places,low,,,,,
ทริปเปิ้ลพี (จองคู่10w),1,,จองคู่10w ทริปเปิ้ลพี,13.6097325,100.42851669999999,ChIJt76CDqe84jARdZ4wnBYZ4FI,112/4 ซอย เทียนทะเล 24 แขวงท่าข้าม เขตบางขุนเทียน กรุงเทพมหานคร 10150,places,medium,,,,,
ไทยโยโกเรสำโรง (ขึ้นสินค้า),1,,ขึ้นสินค้า ไทยโยโกเรสำโรง,13.6592782,100.5736357,ChIJ_wq2uLSh4jARhvRisJWOqUo,MH5F+PF6 ตำบล สำโรง อำเภอพระประแดง สมุทรปราการ 10130,places,medium,,,D054,6,"same coords, same place_id"
Thai Max (Pre - cool),1,,Pre - cool Thai Max,13.646389,100.7133216,ChIJk_U-cfddHTEROPS_i3mv2O0,"65 Amphur, 1 ซอย กิ่งแก้ว 1ค ตำบลราชาเทวะ อำเภอบางพลี สมุทรปราการ 10540",places,low,,,D109,5,"same coords, same place_id"
ดีฟู้ดโน,1,,ดีฟู้ดโน,13.963690699999999,100.44201939999999,ChIJrwcOqfWF4jARX5sAqJV9DIw,75/20-21 K17 18 คลองเกลือ ตำบล คลองข่อย อำเภอปากเกร็ด นนทบุรี 11120,places,medium,,,D307,2,"same coords, same place_id"
haidilao สาขา เซ็นทรัลพระราม 3,1,,haidilao สาขา เซ็นทรัลพระราม 3,13.663861599999999,100.437583,ChIJ5b6oNhK94jARkO4qAnZeG6A,"2nd Floor, Central ชั้น 2 เซ็นทรัล ถ. พระรามที่ 2 แขวงแสมดำ เขตบางขุนเทียน กรุงเทพมหานคร 10150",places,high,,,,,
